CATEGORY,PRODUCTID,ITEM,IMGSRC,DESCRIPTION,MRP,DISCOUNTEDPRICE
MA,MA29,"Cap, Red",item_images/MA/ma29.jpg,"Leather analog watch, one year warranty, brown strap, golden dial",699,384
MA,MA30,"Cap, Denim",item_images/MA/ma30.jpg,"Leather analog watch, one year warranty, brown strap, golden dial",699,279
MA,MA31,"RF Cap, Black",item_images/MA/ma31.jpg,"Leather analog watch, one year warranty, brown strap, golden dial",599,299
MA,MA32,"ManU Beanie, Red",item_images/MA/ma32.jpg,"Leather analog watch, one year warranty, brown strap, golden dial",699,384
MF,MF1,"Casual Shoes, Black and Blue",item_images/MF/mf1.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1099,659
MF,MF2,"Sports Shoes, Black",item_images/MF/mf2.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,559
MF,MF3,"Sports Shoes, Dark Blue",item_images/MF/mf3.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",865,778
MF,MF4,"Nike Sports Shoes, Blue",item_images/MF/mf4.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",949,664
MF,MF5,"Sports Shoes, Yellow",item_images/MF/mf5.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",3599,1979
MF,MF6,"Sports Shoes,  Blue",item_images/MF/mf6.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",549,439
MF,MF7,"Sports Shoes, Blue and Black",item_images/MF/mf7.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,649
MF,MF8,"Sports Shoes, Blue and Black",item_images/MF/mf8.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,384
MF,MF9,"Sports Shoes, Blue",item_images/MF/mf9.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,359
MF,MF10,"Sports Shoes, Grey and Red",item_images/MF/mf10.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",649,519
MF,MF11,"Sports Shoes, Blues",item_images/MF/mf11.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",949,664
MF,MF12,"Sports Shoes, Black and Yellow",item_images/MF/mf12.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",999,1399
MF,MF13,"Formal Shoes, Dark Brown",item_images/MF/mf13.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1695,1186
MF,MF14,"Formal Shoes, Brown",item_images/MF/mf14.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,649
MF,MF15,"Formal Shoes, Black",item_images/MF/mf15.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,909
MF,MF16,"Formal Shoes, Grey",item_images/MF/mf16.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1099,659
MF,MF17,"Formal Shoes, Blue",item_images/MF/mf17.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",7499,449
MF,MF18,"Slip-on Shoes, Black",item_images/MF/mf18.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,179
MF,MF19,"Sandals, Red and Black",item_images/MF/mf19.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1399,979
MF,MF20,Slip-on Shoes Brown,item_images/MF/mf20.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1499,749
MF,MF21,"Sandals, Black",item_images/MF/mf21.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1099,659
MF,MF22,"Sandals, Blue and Yellow",item_images/MF/mf22.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,489
MF,MF23,"Sandals, Black and Yellow",item_images/MF/mf23.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",999,549
MF,MF24,"Sandals, Black and Blue",item_images/MF/mf24.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,359
MF,MF25,"Flip Flops, Puma",item_images/MF/mf25.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",549,329
MF,MF26,"Flip Flops, Black and White",item_images/MF/mf26.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,779
MF,MF27,"Puma Flip Flops, Yellow",item_images/MF/mf27.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",5490,3568
MF,MF28,"Adidas Flip Flops, Orange",item_images/MF/mf28.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1430,1001
MF,MF29,"Nike Sliders, Green",item_images/MF/mf29.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,384
MF,MF30,"Adidas Flip Flops, Blue",item_images/MF/mf30.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,279
MF,MF31,US Flip Flops,item_images/MF/mf31.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,299
MF,MF32,"Flip Flops, Red",item_images/MF/mf32.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,384
WE,WE1,"A-Line Kurta, Pink",item_images/WE/we1.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1099,659
WE,WE2,"Sleeveless Kurta, White Striped",item_images/WE/we2.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,559
WE,WE3,Double Layer Kurta,item_images/WE/we3.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",865,778
WE,WE4,"Flared Kurta, Yellow",item_images/WE/we4.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",949,664
WE,WE5,"Slit Kurta, White",item_images/WE/we5.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",3599,1979
WE,WE6,"Slit Kurta, Black",item_images/WE/we6.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",549,439
WE,WE7,"Printed Kurti, Pink",item_images/WE/we7.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,649
WE,WE8,"Chiffon Kurta, Blue",item_images/WE/we8.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,384
WE,WE9,"Jacket Kurta, Brown",item_images/WE/we9.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,359
WE,WE10,"Salwar Set, Black and Pink",item_images/WE/we10.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",649,519
WE,WE11,"Kurta Set, Blue",item_images/WE/we11.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",949,664
WE,WE12,"Printed Kurta, White",item_images/WE/we12.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",999,1399
WE,WE13,"Kurta Set, Black",item_images/WE/we13.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1695,1186
WE,WE14,"Sleeveless Kurta, Blue",item_images/WE/we14.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,649
WE,WE15,"Slit Kurta, Pattern",item_images/WE/we15.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,909
WE,WE16,"Sleeveless Kurta, Printed",item_images/WE/we16.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1099,659
WE,WE17,"Flared Kurta, Grey",item_images/WE/we17.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",7499,449
WE,WE18,"Sleeveless Kurta, Red",item_images/WE/we18.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,179
WE,WE19,"Plain Kurta, Pink",item_images/WE/we19.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1399,979
WE,WE20,"Button Kurta, Pink",item_images/WE/we20.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1499,749
WE,WE21,"Sleeveless Kurta, Printed",item_images/WE/we21.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1099,659
WE,WE22,"A-Line Kurta, Orange",item_images/WE/we22.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,489
WE,WE23,"Printed Kurta, Red",item_images/WE/we23.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",999,549
WE,WE24,"Sleeveless Kurta, White and Blue",item_images/WE/we24.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,359
WE,WE25,"Plain Kurta, Yellow",item_images/WE/we25.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",549,329
WE,WE26,"Kimono Kurta, Red",item_images/WE/we26.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,779
WE,WE27,"Printed Kurta, White and Blue",item_images/WE/we27.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",5490,3568
WE,WE28,"Plain Kurta, Red",item_images/WE/we28.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1430,1001
WE,WE29,"Printed Kurta, Black",item_images/WE/we29.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,384
WE,WE30,"A-Line Kurta, Sea Green",item_images/WE/we30.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,279
WE,WE31,"A-Line Kurta, Printed",item_images/WE/we31.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,299
WE,WE32,"Straight Kurta, Printed",item_images/WE/we32.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,384
WT,WT1,"Ethnic Top, Blue",item_images/WT/wt1.jpg,"Black floral printed top, sleeveless, 100% cotton",1099,659
WT,WT2,"Printed Shirt, Black Flowered",item_images/WT/wt2.jpg,"Black floral printed top, sleeveless, 100% cotton",699,559
WT,WT3,"Printed T-Shirt, White Flowered",item_images/WT/wt3.jpg,"Black floral printed top, sleeveless, 100% cotton",865,778
WT,WT4,"Flowy Top, Yellow Flowered",item_images/WT/wt4.jpg,"Black floral printed top, sleeveless, 100% cotton",949,664
WT,WT5,"Fullsleeve Top, Grey",item_images/WT/wt5.jpg,"Black floral printed top, sleeveless, 100% cotton",3599,1979
WT,WT6,"Net Top, Grey",item_images/WT/wt6.jpg,"Black floral printed top, sleeveless, 100% cotton",549,439
WT,WT7,"Sleeveless Top, White Flowered",item_images/WT/wt7.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,649
WT,WT8,"Sleeveless Top, Geometric Pattern",item_images/WT/wt8.jpg,"Black floral printed top, sleeveless, 100% cotton",699,384
WT,WT9,"Fullsleeve Top, Burgundy",item_images/WT/wt9.jpg,"Black floral printed top, sleeveless, 100% cotton",599,359
WT,WT10,"Fullsleeve Top, Orange",item_images/WT/wt10.jpg,"Black floral printed top, sleeveless, 100% cotton",649,519
WT,WT11,"Crop Top, Blue",item_images/WT/wt11.jpg,"Black floral printed top, sleeveless, 100% cotton",949,664
WT,WT12,"Cold Shoulder, Black and White",item_images/WT/wt12.jpg,"Black floral printed top, sleeveless, 100% cotton",999,1399
WT,WT13,"Fullsleeve T-Shirt, White",item_images/WT/wt13.jpg,"Black floral printed top, sleeveless, 100% cotton",1695,1186
WT,WT14,"Ethnic Shirt, Blue",item_images/WT/wt14.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,649
WT,WT15,"Printed Top, Flowered",item_images/WT/wt15.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,909
WT,WT16,"Flowy Top, Blue Flowered",item_images/WT/wt16.jpg,"Black floral printed top, sleeveless, 100% cotton",1099,659
WT,WT17,"Checked Shirt, Blue",item_images/WT/wt17.jpg,"Black floral printed top, sleeveless, 100% cotton",7499,449
WT,WT18,"Checked Shirt, Maroon",item_images/WT/wt18.jpg,"Black floral printed top, sleeveless, 100% cotton",599,179
WT,WT19,"Printed Shirt, Blue",item_images/WT/wt19.jpg,"Black floral printed top, sleeveless, 100% cotton",1399,979
WT,WT20,"Laser Cut Top, Maroon",item_images/WT/wt20.jpg,"Black floral printed top, sleeveless, 100% cotton",1499,749
WT,WT21,"Printed T-Shirt, Geometric",item_images/WT/wt21.jpg,"Black floral printed top, sleeveless, 100% cotton",1099,659
WT,WT22,"Collared T-Shirt, Stripes",item_images/WT/wt22.jpg,"Black floral printed top, sleeveless, 100% cotton",699,489
WT,WT23,"Laser Cut Top, Sleeveless",item_images/WT/wt23.jpg,"Black floral printed top, sleeveless, 100% cotton",999,549
WT,WT24,Denim Shirt,item_images/WT/wt24.jpg,"Black floral printed top, sleeveless, 100% cotton",599,359
WT,WT25,"Fullsleeve Top, Pink",item_images/WT/wt25.jpg,"Black floral printed top, sleeveless, 100% cotton",549,329
WT,WT26,"Printed T-Shirt, White Stripes",item_images/WT/wt26.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,779
WT,WT27,"Kimono Top, White Flowered",item_images/WT/wt27.jpg,"Black floral printed top, sleeveless, 100% cotton",5490,3568
WT,WT28,"Cold Shoulder, Red",item_images/WT/wt28.jpg,"Black floral printed top, sleeveless, 100% cotton",1430,1001
WT,WT29,"Crop Top, Black",item_images/WT/wt29.jpg,"Black floral printed top, sleeveless, 100% cotton",699,384
WT,WT30,"T-Shirt, Black",item_images/WT/wt30.jpg,"Black floral printed top, sleeveless, 100% cotton",699,279
WT,WT31,"Layered Shirt, Pink",item_images/WT/wt31.jpg,"Black floral printed top, sleeveless, 100% cotton",599,299
WT,WT32,"Ethnic Top, Printed",item_images/WT/wt32.jpg,"Black floral printed top, sleeveless, 100% cotton",699,384
WS,WS1,"Midi Skirt, Floral",item_images/WSD/wsd1.jpg,"Womens high low dress, red, half sleeve, knee length",1099,659
WS,WS2,"High Low Dress, Red",item_images/WSD/wsd2.jpg,"Womens high low dress, red, half sleeve, knee length",699,559
WS,WS3,"A-Line Dress, Blue",item_images/WSD/wsd3.jpg,"Womens high low dress, red, half sleeve, knee length",865,778
WS,WS4,"Maxi Skirt, Striped Slit",item_images/WSD/wsd4.jpg,"Womens high low dress, red, half sleeve, knee length",949,664
WS,WS5,"Maxi Skirt, Black",item_images/WSD/wsd5.jpg,"Womens high low dress, red, half sleeve, knee length",3599,1979
WS,WS6,"Pencil Skirt, Brown",item_images/WSD/wsd6.jpg,"Womens high low dress, red, half sleeve, knee length",549,439
WS,WS7,"Summer Dress, Yellow",item_images/WSD/wsd7.jpg,"Womens high low dress, red, half sleeve, knee length",1299,649
WS,WS8,"Formal Dress, Floral",item_images/WSD/wsd8.jpg,"Womens high low dress, red, half sleeve, knee length",699,384
WS,WS9,"Straight Dress, White",item_images/WSD/wsd9.jpg,"Womens high low dress, red, half sleeve, knee length",599,359
WS,WS10,"Mini Skirt, Printed",item_images/WSD/wsd10.jpg,"Womens high low dress, red, half sleeve, knee length",649,519
WS,WS11,"Skater Dress, Maroon",item_images/WSD/wsd11.jpg,"Womens high low dress, red, half sleeve, knee length",949,664
WS,WS12,"Midi Skirt, Geometric",item_images/WSD/wsd12.jpg,"Womens high low dress, red, half sleeve, knee length",999,1399
WS,WS13,"Bodycon Dress, Red",item_images/WSD/wsd13.jpg,"Womens high low dress, red, half sleeve, knee length",1695,1186
WS,WS14,"A-Line Dress, Black Lace",item_images/WSD/wsd14.jpg,"Womens high low dress, red, half sleeve, knee length",1299,649
WS,WS15,"Skater Dress, Black",item_images/WSD/wsd15.jpg,"Womens high low dress, red, half sleeve, knee length",1299,909
WS,WS16,"Bodycon Dress, Black Lace",item_images/WSD/wsd16.jpg,"Womens high low dress, red, half sleeve, knee length",1099,659
WS,WS17,"Skater Dress, Burgundy",item_images/WSD/wsd17.jpg,"Womens high low dress, red, half sleeve, knee length",7499,449
WS,WS18,"A-Line Dress, Black",item_images/WSD/wsd18.jpg,"Womens high low dress, red, half sleeve, knee length",599,179
WS,WS19,"Fit and Flare, Printed",item_images/WSD/wsd19.jpg,"Womens high low dress, red, half sleeve, knee length",1399,979
WS,WS20,"Formal Dress, Black Floral",item_images/WSD/wsd20.jpg,"Womens high low dress, red, half sleeve, knee length",1499,749
WS,WS21,"Maxi Skirt, Gold",item_images/WSD/wsd21.jpg,"Womens high low dress, red, half sleeve, knee length",1099,659
WS,WS22,"Mini Skirt, Black",item_images/WSD/wsd22.jpg,"Womens high low dress, red, half sleeve, knee length",699,489
WS,WS23,"Mini Skirt, Floral",item_images/WSD/wsd23.jpg,"Womens high low dress, red, half sleeve, knee length",999,549
WS,WS24,"Midi Skirt, White Floral",item_images/WSD/wsd24.jpg,"Womens high low dress, red, half sleeve, knee length",599,359
WS,WS25,"Pencil Skirt, Black",item_images/WSD/wsd25.jpg,"Womens high low dress, red, half sleeve, knee length",549,329
WS,WS26,"Mini Skater Skirt, Floral",item_images/WSD/wsd26.jpg,"Womens high low dress, red, half sleeve, knee length",1299,779
WS,WS27,"Midi Skirt, Black",item_images/WSD/wsd27.jpg,"Womens high low dress, red, half sleeve, knee length",5490,3568
WS,WS28,"Mini Skirt, White",item_images/WSD/wsd28.jpg,"Womens high low dress, red, half sleeve, knee length",1430,1001
WS,WS29,"Midi Skirt, Light Blue",item_images/WSD/wsd29.jpg,"Womens high low dress, red, half sleeve, knee length",699,384
WS,WS30,"Mini Skirt, Yellow",item_images/WSD/wsd30.jpg,"Womens high low dress, red, half sleeve, knee length",699,279
WS,WS31,"Mini Skirt, Ethnic",item_images/WSD/wsd31.jpg,"Womens high low dress, red, half sleeve, knee length",599,299
WS,WS32,"Skater Dress, Floral",item_images/WSD/wsd32.jpg,"Womens high low dress, red, half sleeve, knee length",699,384
WB,WB1,"Shorts, Brown",item_images/WB/wb1.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1099,659
WB,WB2,"Shorts, White",item_images/WB/wb2.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,559
WB,WB3,"Shorts, White Printed",item_images/WB/wb3.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",865,778
WB,WB4,"Three-fourths, Denim",item_images/WB/wb4.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",949,664
WB,WB5,"Shorts, Floral",item_images/WB/wb5.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",3599,1979
WB,WB6,"Shorts, Suede",item_images/WB/wb6.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",549,439
WB,WB7,"Shorts, Denim",item_images/WB/wb7.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,649
WB,WB8,"Shorts, Pink Floral",item_images/WB/wb8.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,384
WB,WB9,"Shorts, Blue",item_images/WB/wb9.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,359
WB,WB10,"Skinny Jeans, Blue",item_images/WB/wb10.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",649,519
WB,WB11,"High Waisted Jeans, Black",item_images/WB/wb11.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",949,664
WB,WB12,"Skinny Jeans, White",item_images/WB/wb12.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",999,1399
WB,WB13,"Skin Jeans, Faded",item_images/WB/wb13.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1695,1186
WB,WB14,"Super Skinny Jeans, Light Blue",item_images/WB/wb14.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,649
WB,WB15,"Skinny Jeans, Faded Ripped",item_images/WB/wb15.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,909
WB,WB16,"Skinny Jeans, Faded Black",item_images/WB/wb16.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1099,659
WB,WB17,"Printed Jeans, Black",item_images/WB/wb17.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",7499,449
WB,WB18,"Straight Jeans, Light Blue",item_images/WB/wb18.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,179
WB,WB19,"Straight Jeans, Bombed",item_images/WB/wb19.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1399,979
WB,WB20,"Skinny Pants, Red",item_images/WB/wb20.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1499,749
WB,WB21,"Skinny Pants, Olive Green",item_images/WB/wb21.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1099,659
WB,WB22,"Skinny Pants, Mint",item_images/WB/wb22.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,489
WB,WB23,"Skinny Pants, Magenya",item_images/WB/wb23.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",999,549
WB,WB24,"Ripped Jeans, Peach",item_images/WB/wb24.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,359
WB,WB25,"Lavender, Tights",item_images/WB/wb25.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",549,329
WB,WB26,"Skinny Pants, Violet",item_images/WB/wb26.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,779
WB,WB27,"Skinny Pants, Yellow",item_images/WB/wb27.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",5490,3568
WB,WB28,"Skinny Pants, Orange",item_images/WB/wb28.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1430,1001
WB,WB29,"Culottes, Black",item_images/WB/wb29.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,384
WB,WB30,"Culottes, Grey",item_images/WB/wb30.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,279
WB,WB31,"Straight Pants, Blue",item_images/WB/wb31.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,299
WB,WB32,"Bell Bottoms, Pink",item_images/WB/wb32.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,384
WA,WA1,"Beanie, Orange",item_images/WA/wa1.jpg,"Orange beanie, woollen, knit, free size",1099,659
WA,WA2,"Cap, Golden",item_images/WA/wa2.jpg,"Orange beanie, woollen, knit, free size",699,559
WA,WA3,"Sun Hat, White",item_images/WA/wa3.jpg,"Orange beanie, woollen, knit, free size",865,778
WA,WA4,"Vans Cap, Black",item_images/WA/wa4.jpg,"Orange beanie, woollen, knit, free size",949,664
WA,WA5,"Cowboy Hat, Olive",item_images/WA/wa5.jpg,"Orange beanie, woollen, knit, free size",3599,1979
WA,WA6,"Scarf, Orange",item_images/WA/wa6.jpg,"Orange beanie, woollen, knit, free size",549,439
WA,WA7,"Scarf, Yellow",item_images/WA/wa7.jpg,"Orange beanie, woollen, knit, free size",1299,649
WA,WA8,"Scarf, Black",item_images/WA/wa8.jpg,"Orange beanie, woollen, knit, free size",699,384
WA,WA9,"Scarf, White",item_images/WA/wa9.jpg,"Orange beanie, woollen, knit, free size",599,359
WA,WA10,"Scarf, Printed",item_images/WA/wa10.jpg,"Orange beanie, woollen, knit, free size",649,519
WA,WA11,"Belt, Thin Black",item_images/WA/wa11.jpg,"Orange beanie, woollen, knit, free size",949,664
WA,WA12,"Belt, Thin Blue",item_images/WA/wa12.jpg,"Orange beanie, woollen, knit, free size",999,1399
WA,WA13,"Belt, Thin Black",item_images/WA/wa13.jpg,"Orange beanie, woollen, knit, free size",1695,1186
WA,WA14,"Belt, Lace",item_images/WA/wa14.jpg,"Orange beanie, woollen, knit, free size",1299,649
WA,WA15,"Belt, Puma",item_images/WA/wa15.jpg,"Orange beanie, woollen, knit, free size",1299,909
WA,WA16,"Aviators, Green",item_images/WA/wa16.jpg,"Orange beanie, woollen, knit, free size",1099,659
WA,WA17,"Aviators, Pink",item_images/WA/wa17.jpg,"Orange beanie, woollen, knit, free size",7499,449
WA,WA18,"Cat-Eye, Purple",item_images/WA/wa18.jpg,"Orange beanie, woollen, knit, free size",599,179
WA,WA19,"Sunglasses, Brown",item_images/WA/wa19.jpg,"Orange beanie, woollen, knit, free size",1399,979
WA,WA20,"Aviators, Blue",item_images/WA/wa20.jpg,"Orange beanie, woollen, knit, free size",1499,749
WA,WA21,Copper Watch,item_images/WA/wa21.jpg,"Orange beanie, woollen, knit, free size",1099,659
WA,WA22,Steel Watch,item_images/WA/wa22.jpg,"Orange beanie, woollen, knit, free size",699,489
WA,WA23,"Leather Watch, Brown",item_images/WA/wa23.jpg,"Orange beanie, woollen, knit, free size",999,549
WA,WA24,Golden Watch,item_images/WA/wa24.jpg,"Orange beanie, woollen, knit, free size",599,359
WA,WA25,Rose Gold Watch,item_images/WA/wa25.jpg,"Orange beanie, woollen, knit, free size",549,329
WA,WA26,"Tote Bag, Brown",item_images/WA/wa26.jpg,"Orange beanie, woollen, knit, free size",1299,779
WA,WA27,"Tote Bag, Pink",item_images/WA/wa27.jpg,"Orange beanie, woollen, knit, free size",5490,3568
WA,WA28,"Tote Bag, White",item_images/WA/wa28.jpg,"Orange beanie, woollen, knit, free size",1430,1001
WA,WA29,"Tote Bag, Beige",item_images/WA/wa29.jpg,"Orange beanie, woollen, knit, free size",699,384
WA,WA30,"Tote Bag, Blue",item_images/WA/wa30.jpg,"Orange beanie, woollen, knit, free size",699,279
WA,WA31,"Tote Bag, Teal",item_images/WA/wa31.jpg,"Orange beanie, woollen, knit, free size",599,299
WA,WA32,"Tote Bag, Red",item_images/WA/wa32.jpg,"Orange beanie, woollen, knit, free size",699,384
WF,WF1,"Sandals, Pink",item_images/WF/wf1.jpg,"Pink sandals, no heel, velcro strap",1099,659
WF,WF2,"Flats, Beige",item_images/WF/wf2.jpg,"Pink sandals, no heel, velcro strap",699,559
WF,WF3,"Slip-ons, Ethnic",item_images/WF/wf3.jpg,"Pink sandals, no heel, velcro strap",865,778
WF,WF4,"Heels, Black and White",item_images/WF/wf4.jpg,"Pink sandals, no heel, velcro strap",949,664
WF,WF5,"Pencil Heels, Silver",item_images/WF/wf5.jpg,"Pink sandals, no heel, velcro strap",3599,1979
WF,WF6,"Kitten Heels, Beige",item_images/WF/wf6.jpg,"Pink sandals, no heel, velcro strap",549,439
WF,WF7,"Stilletos, Burgundy",item_images/WF/wf7.jpg,"Pink sandals, no heel, velcro strap",1299,649
WF,WF8,"Pumps, Pink",item_images/WF/wf8.jpg,"Pink sandals, no heel, velcro strap",699,384
WF,WF9,"Laser Cut Shoes, Beige",item_images/WF/wf9.jpg,"Pink sandals, no heel, velcro strap",599,359
WF,WF10,"Lace-up Shoes, White",item_images/WF/wf10.jpg,"Pink sandals, no heel, velcro strap",649,519
WF,WF11,"Adidas Lace-up, White",item_images/WF/wf11.jpg,"Pink sandals, no heel, velcro strap",949,664
WF,WF12,"Canvas Shoes, Green",item_images/WF/wf12.jpg,"Pink sandals, no heel, velcro strap",999,1399
WF,WF13,"Lace-up Shoes, Pink",item_images/WF/wf13.jpg,"Pink sandals, no heel, velcro strap",1695,1186
WF,WF14,"Pumps, Grey",item_images/WF/wf14.jpg,"Pink sandals, no heel, velcro strap",1299,649
WF,WF15,"Pumps, Beige",item_images/WF/wf15.jpg,"Pink sandals, no heel, velcro strap",1299,909
WF,WF16,"Stilletos, Peach",item_images/WF/wf16.jpg,"Pink sandals, no heel, velcro strap",1099,659
WF,WF17,"Heels, Gold and White",item_images/WF/wf17.jpg,"Pink sandals, no heel, velcro strap",7499,449
WF,WF18,"Pumps, Dark Grey",item_images/WF/wf18.jpg,"Pink sandals, no heel, velcro strap",599,179
WF,WF19,"Slip-on Shoes, Printed",item_images/WF/wf19.jpg,"Pink sandals, no heel, velcro strap",1399,979
WF,WF20,"Stilletos, Black",item_images/WF/wf20.jpg,"Pink sandals, no heel, velcro strap",1499,749
WF,WF21,"Heels, Black",item_images/WF/wf21.jpg,"Pink sandals, no heel, velcro strap",1099,659
WF,WF22,"Wedges, Brown",item_images/WF/wf22.jpg,"Pink sandals, no heel, velcro strap",699,489
WF,WF23,"Boots, Black",item_images/WF/wf23.jpg,"Pink sandals, no heel, velcro strap",999,549
